FECHA_CORTE;ACP_CODI;ACP_NOMB;ACP_SULEG;ACP_UBPO;ACP_BALEC;ACP_FELEC;ACP_BALEM;ACP_FELEM;ACP_TIREC;ACP_FECAD;ACP_TIPRO;ACP_TITU;ACP_PAREG;ACP_WDPAID;UBIGEO1;DEPARTAMENTO1;PROVINCIA1;DISTRITO1;UBIGEO2;DEPARTAMENTO2;PROVINCIA2;DISTRITO2;UBIGEO3;DEPARTAMENTO3;PROVINCIA3;DISTRITO3;UBIGEO4;DEPARTAMENTO4;PROVINCIA4;DISTRITO4;UBIGEO5;DEPARTAMENTO5;PROVINCIA5;DISTRITO5;UBIGEO6;DEPARTAMENTO6;PROVINCIA6;DISTRITO6;UBIGEO7;DEPARTAMENTO7;PROVINCIA7;DISTRITO7;UBIGEO8;DEPARTAMENTO8;PROVINCIA8;DISTRITO8;UBIGEO9;DEPARTAMENTO9;PROVINCIA9;DISTRITO9
20230906;ACP99;Machusaniaca I;22.01;CUSCO;R.M. N° 193-2016-MINAM;20160726; ;;20;20360726;Privado;Venecio Cutipa Quispe y Lucila Huanca Chillihuani; ;555623673;81203;CUSCO;QUISPICANCHI;CAMANTI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP100;Bosques Montanos y Páramos de Huaricancha;5915.35;PIURA;R.M. N° 194-2016-MINAM;20160726;R.M. N° 048-2020-MINAM;20200216;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina Huaricancha;P.E. N° 04131770;555623631;200307;PIURA;HUANCABAMBA;SONDOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP101;Yacila de Zamba;1000;PIURA;R.M. N° 199-2016-MINAM;20160726; ;;Perpetuo;Perpetuo;Comunidad Campesina;Yacila de Zamba; ;555623632;200207;PIURA;AYABACA;PAIMAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP102;Bosque Seco de Chililique Alto;200;PIURA;R.M. N° 202-2016-MINAM;20160726; ;;Perpetuo;Perpetuo;Comunidad Campesina;Juan Velazco Alvarado de Chililique Alto; ;555623633;200401;PIURA;MORROPON;CHULUCANAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP102;Bosque Seco de Chililique Alto;200;PIURA;R.M. N° 202-2016-MINAM;20160726; ;;Perpetuo;Perpetuo;Comunidad Campesina;Juan Velazco Alvarado de Chililique Alto; ;555623633;200202;PIURA;AYABACA;FRIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP103;Bosque de Neblina Aypate - Olleros;243.5;PIURA;R.M. Nº 204-2016-MINAM;20160727; ;;10;20260727;Comunidad Campesina;San Bartolomé de los Olleros; ;555623634;200201;PIURA;AYABACA;AYABACA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP104;Fundo Cadena;44.74;CUSCO;R.M. Nº 205-2016-MINAM;20160727; ;;10;20260727;Privado;Bronislaw Kalinowski Venero; ;555623635;81203;CUSCO;QUISPICANCHI;CAMANTI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP105;Los Bosques de Overal y Palo Blanco;3522.32;PIURA;R.M. N° 206-2016-MINAM;20160727; ;;10;20260727;Comunidad Campesina;Comunidad Campesina Belizario Ramón Asencio de Porcuya – Limón km 38; ;555623636;200304;PIURA;HUANCABAMBA;HUARMACA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP106;Ebio Kiabamene;1924.68;MADRE DE DIOS;R.M. N° 208-2016-MINAM;20160727; ;;10;20260727;Comunidad Campesina;Comunidad Nativa Infierno; ;555623637;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP107;Tambopata Eco Lodge;1065.7;MADRE DE DIOS;R.M. N° 310-2016-MINAM;20161020; ;;10;20261020;Privado;Inversiones Maldonado SAC; ;555629218;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP108;Fundo Las Neblinas;30.36;PASCO;R.M. N° 311-2016-MINAM;20161020; ;;10;20261020;Empresa;Umberto Luigi Roncoroni y Veronica Natalie Crousse de Vallongue Rastelli de Roncoron; ;555629217;190302;PASCO;OXAPAMPA;CHONTABAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP109;Sumac Quilla;36.22;LORETO;R.M. N° 332-2016-MINAM;20161102; ;;10;20261102;Privado;Rayleigh Córdova Ruiz y Elsa Modesta Pinedo de Córdova; ;555629220;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP110;Lakshmi Amazónica;56.66;LORETO;R.M. N° 333-2016-MINAM;20161102; ;;10;20261102;Privado;Nancy Lupe Rosadio Valladares; ;555629219;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP111;Sumac Pacha;30;LORETO;R.M. N° 334-2016-MINAM;20161102; ;;10;20261102;Privado;Rayleigh Cordova Ruiz y Elsa Modesta Pinedo de Cordova; ;555629221;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP112;Sumac Inti;27.2;LORETO;R.M. N° 342-2016-MINAM;20161108; ;;10;20261108;Privado;Rayleigh Cordova Ruiz y Elsa Modesta Pinedo de Cordova; ;555629222;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP113;Wayqecha;593.85;CUSCO;R.M. N° 357-2016-MINAM;20161122; ;;Perpetuo;Perpetuo;Organización No Gubernamental;Asociación para la Conservación de la Cuenca Amazónica - ACCA; ;555629223;81106;CUSCO;PAUCARTAMBO;KOSÑIPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP114;Chakra Educativa;9.34;LORETO;R.M. N° 380-2016-MINAM;20161209; ;;Perpetuo;Perpetuo;Privado;Thomas Hefti Schieeg y Liri Seopa de Hefti; ;555629224;160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP115;Bahuaja 1;132.04;MADRE DE DIOS;R.M. N° 004-2017-MINAM;20170105; ;;10;20270105;Privado;Alonso Hernando Álvaro Del Río Merino; ;555629225;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP116;Bosque Seco de Colina Juan Velasco Alvarado;2412.45;PIURA;R.M. N° 048-2017-MINAM;20170215; ;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina Juan Velasco Alvarado Franco C-C-J-V-A Franco; ;555629226;200405;PIURA;MORROPON;MORROPON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP117;Santa Catalina de Moza;1842.04;PIURA;R.M. N° 049-2017-MINAM;20170215; ;;Perpetuo;Perpetuo;Comunidad Campesina;Santa Catalina de Moza; ;555629227;200408;PIURA;MORROPON;SANTA CATALINA DE MOSSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP118;Zaragoza;72.05;PASCO;R.M. N° 127-2017-MINAM;20170512; ;;10;20270512;Privado;Juan Edilberto Pomazongo Paniagua; ;555629230;190302;PASCO;OXAPAMPA;CHONTABAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP119;Matoriato;1737.5;CUSCO;R.M. N° 128-2017-MINAM;20170512; ;;10;20270512;Comunidad Campesina;Comunidad Nativa Matoriato; ;555629229;80902;CUSCO;LA CONVENCION;ECHARATE;80906;CUSCO;LA CONVENCION;QUELLOUNO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP120;Páramos y Bosques Montanos de la Comunidad Campesina San Juan de Sallique;3547.19;CAJAMARCA;R.M. N° 239-2017-MINAM;20170823; ;;Perpetuo;Perpetuo;Comunidad Campesina;CC San Juan de Sallique; ;555629231;60803;CAJAMARCA;JAEN;CHONTALI;60809;CAJAMARCA;JAEN;SALLIQUE;60810;CAJAMARCA;JAEN;SAN FELIPE;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP121;Zoo Perú;80.63;LORETO;"R.M. N° 261-2017-MINAM





";20170915; ;;10;20270915;Privado;Antony James Taggart; ;555629232;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP122;Bosque Seco San Juan de los Guayaquiles;304.84;PIURA;"R.M. N° 262-2017-MINAM





";20170915; ;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina San Juan de Los Guayaquiles; ;555629234;200302;PIURA;HUANCABAMBA;CANCHAQUE;200305;PIURA;HUANCABAMBA;LALAQUIZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP123;Bosque de Churumazú;14.08;PASCO;R.M. N° 330-2017-MINAM;20171102; ;;10;20271102;Privado;Eduardo Armando Jackson Filomeno; ;555629235;190302;PASCO;OXAPAMPA;CHONTABAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP124;Darshan Ashram;23.4;LORETO;R.M. N° 335-2017-MINAM;20171107; ;;50;20671107;Asociación;Asociación Misión Ruhani Sawan Kirpal - Iquitos; ;555629236;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP125;Las Naranjas;30;SAN MARTIN;R.M. N° 147-2018-MINAM;20180418; ;;10;20280418;Privado;María Pilar Palomino Blanco; ;555637427;220909;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP126;Bioparque Amazónico: Bosque de Huayo;10.76;LORETO;R.M. N° 270-2018-MINAM;20180724; ;;50;20680727;Privado;Pompeyo Cambero Alva y Yolanda Reátegui Torrejón; ;555637426;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP127;Comunal Cujillo;3740.28;CAJAMARCA;R.M. N° 298-2018-MINAM;20180824; ;;10;20280727;Comunidad Campesina;Comunidad Campesina Cujillo;P.E. N° 11026500;555638072;60604;CAJAMARCA;CUTERVO;CUJILLO;10706;AMAZONAS;UTCUBAMBA;LONYA GRANDE;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP129;Refugio Lupuna;41.95;MADRE DE DIOS;R.M. N° 367-2018-MINAM;20181024; ;;10;20281024;Privado;Martin Hans Schmidt Hennig; ;555638074;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP130;El Cortijo Centro Piedras;68.73;MADRE DE DIOS;R.M. N° 431-2018-MINAM;20181211; ;;Perpetuo;Perpetuo;Privado;Pedro Cesar Bocanegra Cortijo y Carmen Argelia Gahona Salas;PE N° 11143758;555638077;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP131;Páramos y Bosques Montanos San Miguel de Tabaconas;17555.95;CAJAMARCA;R.M. N° 432-2018-MINAM;20181211; ;;Perpetuo;Perpetuo;Comunal;CC San Miguel de Tabaconas;PE N° 02100158;555638076;60907;CAJAMARCA;SAN IGNACIO;TABACONAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP133;Naturaleza Viva Ryo;26.3;MADRE DE DIOS;R.M. N° 436-2018-MINAM;20181216; ;;15;20331216;Privado;Cesar Centeno Yauri; ;555643518;170102;MADRE DE DIOS;TAMBOPATA;INAMBARI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP134;Masheke;366.43;MADRE DE DIOS;R.M. N° 021-2019-MINAM;20190207; ;;10;20290207;Comunidad Campesina;Comunidad Nativa Sonene;PE N° 11129856;555643519;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP135;Páramos y Bosques Montanos, Paraíso de la Comunidad Campesina San Felipe;1957.75;CAJAMARCA;R.M. N° 022-2019-MINAM;20190212; ;;Perpetuo;Perpetuo;Comunal;Comunidad Campesina San Felipe;PE N° 02093222;555643520;60810;CAJAMARCA;JAEN;SAN FELIPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP136;Knoya - Supru;2550.08;MADRE DE DIOS;R.M. N° 026-2019-MINAM;20190215; ;;Perpetuo;Perpetuo;Comunidad Nativa;Comunidad Nativa Bélgica;P.E. Nº 03000190;555643521;170301;MADRE DE DIOS;TAHUAMANU;IÑAPARI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP137;Comunal San Pablo - Catarata Gocta;2603.57;AMAZONAS;R.M. N° 115-2019-MINAM;20190429; ;;Perpetuo;Perpetuo;Comunal;Comunidad Campesina San Pablo;PE N° 02008897;555643569;10311;AMAZONAS;BONGARA;VALERA;10303;AMAZONAS;BONGARA;CHURUJA;10309;AMAZONAS;BONGARA;SAN CARLOS;10301;AMAZONAS;BONGARA;JUMBILLA;;;;;;;;;;;;;;;;;;;;
20230906;ACP138;Arroyo Negro;156.42;AMAZONAS;R.M. N° 113-2019-MINAM;20190501; ;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina San Lucas de Pomacochas;PE N° 02013017;555643570;10306;AMAZONAS;BONGARA;FLORIDA;10312;AMAZONAS;BONGARA;YAMBRASBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP139;Hakim & Cumorah;61.73;LORETO;R.M. N° 124-2019-MINAM;20190505; ;;10;20190505;Privado;Carlos Daniel Lozano Escudero y Gabriela Hurtado Hidalgo;PE N° 11052649, 11052650, 11052651, 11052652 y 11052653;555703883;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP140;Comunidad Nativa Tibi Playa I Zona Rio Ucayali;1122.47;LORETO;R.M. N° 342-2019-MINAM;20191111; ;;10;20291111;Comunal;Comunidad Nativa Tibi Playa I Zona Río Ucayali;PE N° 11089609;555703884;160507;LORETO;REQUENA;SAQUENA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP141;Zoo Perú I;40.31;LORETO;R.M. N° 367-2019-MINAM;20191202; ;;10;20291202;Privado;Antony James Taggart;P.E. N° 04006332 y N° 04006330;555703885;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP142;Kuntur Wachana;1289.13;CUSCO;R.M. N° 014-2020-MINAM;20200116; ;;10;20300116;Comunal;Cooperativa Agraria de Usuarios José Zúñiga Letona de Huarán Ltda.;P. E. N° 02054058;555703886;80401;CUSCO;CALCA;CALCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP143;Pumawasi;861.01;CUSCO;R.M. N° 015-2020-MINAM;20200116; ;;10;20300116;Comunal;Comunidad Campesina Pomacanchi;P. E. N° 05000117;555703890;80205;CUSCO;ACOMAYO;POMACANCHI;80202;CUSCO;ACOMAYO;ACOPIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP144;Fundo San Isidro El Labrador;23.36;LORETO;R.M. N° 018-2020-MINAM;20200120; ;;25;20450120;Privado;Juana Olinda Reategui de Suarez y Genaro Alberto Suarez Lorca;P. E. N° 11054978;555703887;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP145;Buen Retiro;67.43;LORETO;R.M. N° 032-2020-MINAM;20200203; ;;20;20400203;Privado;Marcela Kasparova;P.E. N° 04008527;555703889;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP146;Bosque Cachil;210.4;CAJAMARCA;R.M. N° 037-2020-MINAM;20200207; ;;10;20300207;Privado;Marco Antonio Corcuera García;P.E. N° 02280362;555703888;60501;CAJAMARCA;CONTUMAZA;CONTUMAZA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP147;La Niebla Forest;70.28;JUNIN;R.M. N° 059-2020-MINAM;20200226; ;;Perpetuo;Perpetuo;Privado;Moisés Sandro Pimentel Alarcón y Heleen Johanna Rosa Diederick Vanderheyden;P.E. N° 11082201;555703891;120305;JUNIN;CHANCHAMAYO;SAN RAMON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP148;Comunidad Nativa San Jorge del Río Marañón;1060.86;LORETO;R.M. N° 172-2020-MINAM;20200823; ;;Perpetuo;Perpetuo;Comunidad Nativa;Comunidad Nativa San Jorge;P.E. Nª 11059713;555704245;160301;LORETO;LORETO;NAUTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP149;Unchog;885.28;HUANUCO;R.M. N° 240-2020-MINAM;20201123; ;;20;20401123;Comunidad Campesina;Comunidad Campesina de Cochabamba;P.E. Nº 11029070;555745278;100104;HUANUCO;HUANUCO;CHURUBAMBA;100103;HUANUCO;HUANUCO;CHINCHAO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP150;Bosque Urum;705.95;LAMBAYEQUE;R.M. Nº 029-2021-MINAM;20210218; ;;Perpetuo;Perpetuo;Privado;Empresa EWS TINAJONES SAC;P.E. Nº 11315437;555745279;140102;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP151;Potsom Posho'll;20.3;PASCO;R.M. Nº 060-2021-MINAM;20210331; ;;10;20310331;Privado;Rodrigo Francisco Carbajal Mas;P.E. Nº 11071728;555745280;190304;PASCO;OXAPAMPA;PALCAZU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP152;Lomas de Quebrada Río Seco;787.82;LIMA;R.M. Nº 117-2021-MINAM;20210709; ;;10;20310709;Privado;Empresa Unión Andina de Cementos S.A.A.;P.E. Nº 11480243;555745281;150123;LIMA;LIMA;PACHACAMAC;150119;LIMA;LIMA;LURIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP153;Ni Meraya;13.18;LORETO;R.M. Nº 172-2021-MINAM;20210922; ;;Perpetuo;Perpetuo;Privado;Silvia Patricia Arispe Bazán y la sociedad conyugal Luis Carlos Nevado Tavara y Cecilia María Chiara Mezzano;P.E. Nº 11083915;555745282;160103;LORETO;MAYNAS;FERNANDO LORES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP154;Paraje Capiro Llaylla;350.18;JUNIN;R.M. Nº 177-2021-MINAM;20210925; ;;20;20410925;Privado;Jhordyn Tolentino Avellaneda Medina;P.E. Nº 11073674;555745283;120603;JUNIN;SATIPO;LLAYLLA;120605;JUNIN;SATIPO;PAMPA HERMOSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP155;Comunidad Nativa Once de Agosto Río Ucayali;1070.63;LORETO;R.M. N° 179-2021-MINAM;20210930; ;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Nativa Once de Agosto;P.E. Nº 11091804;555745284;160510;LORETO;REQUENA;JENARO HERRERA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP156;San Lorenzo;191.14;AMAZONAS;R.M. Nº 194-2021-MINAM;20211017; ;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina San Lucas de Pomacochas;P.E. Nº 02013017;555745285;10306;AMAZONAS;BONGARA;FLORIDA;10312;AMAZONAS;BONGARA;YAMBRASBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP157;Nihii Eupa Francisco;2103.75;MADRE DE DIOS;R.M. N° 243-2021-MINAM;20211231; ;;10;20311231;Comunidad Nativa;Comunidad Nativa Boca Pariamanu;P.E. Nº 07002870;555745286;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP158;Predio Collpapampa (Huadquiña-Mesada Chico);43;CUSCO;"R.M. Nº 244-2021-MINAM";20211231; ;;10;20311231;Privado;Mountain Lodges of Peru S.A.C.;P.E. Nº 11012938;555745287;80908;CUSCO;LA CONVENCION;SANTA TERESA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP159;Los Amigos;140.35;MADRE DE DIOS;R.M. Nº 245-2021-MINAM;20211231; ;;Perpetuo;Perpetuo;ONG;Asociación para la Conservación de la Cuenca Amazónica - ACCA;P.E. Nº 11153830;555745288;170203;MADRE DE DIOS;MANU;MADRE DE DIOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP160;Misquiyaco;1797.91;CUSCO;R.M. Nº 246-2021-MINAM;20211231; ;;10;20311231;Comunidad Campesina;Comunidad Campesina Misquiyaco-Urpaypugio;P.E. Nº 05000563;555745289;80306;CUSCO;ANTA;LIMATAMBO;81306;CUSCO;URUBAMBA;OLLANTAYTAMBO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP160;Misquiyaco;1797.91;CUSCO;R.M. Nº 246-2021-MINAM;20211231; ;;10;20311231;Comunidad Campesina;Comunidad Campesina Misquiyaco-Urpaypugio;P.E. Nº 05000563;555745289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP161;Tambopata Eco Lodge I;184.81;MADRE DE DIOS;R.M. Nº 247-2021-MINAM;20211231; ;;10;20311231;Privado;Inversiones Maldonado Sociedad Anónima Cerrada;P.E. N° 11128699, N° 11128700, N° 11127330, N° 11127331 y N° 05005126;555745290;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP162;Juningue;65.56;SAN MARTIN;R.M. Nº 026-2022-MINAM;20220129; ;;Perpetuo;Perpetuo;Privado;César Hoyos Salazar,Margarita Hoyos Salazar,Teresa Hoyos Salazar,Carlos Hoyos Salazar,Ciro Reymer Tapia,Teolinda Hoyos Salazar,Julio Hoyos Salazar,Abel Hoyos Salazar,Jorge Hoyos Salazar,Juan Reymer Hoyos,Patricia Reymer Hoyos y Virginia Reymer Hoyos;P.E. Nº 04017542;555745291;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP163;El Bosque Encantado de Sho'llet;20.88;PASCO;R.M. Nº 131-2022-MINAM;20220529; ;;10;20320529;Privado;Janek Igor Kobylinski Valverde y Catherine Guerra Trujillo;P.E. Nº 11071831;555745292;190301;PASCO;OXAPAMPA;OXAPAMPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP164;Suttoc y Pacchac;1808.75;CUSCO;R.M. Nº 141-2022-MINAM;20220624; ;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina Suttoc y Pacchac;P.E. N° 02128797;555745293;81301;CUSCO;URUBAMBA;URUBAMBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP165;Fundo Miguel I;6.66;UCAYALI;R.M. N° 160-2022-MINAM;20220813; ;;10;20320813;Privado;Honorio Marcos Velásquez Casanova;P.E. Nº 11034935;555745294;250301;UCAYALI;PADRE ABAD;PADRE ABAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP166;Campo Verde;8049.87;UCAYALI;R.M. N° 193-2022-MINAM;20220929; ;;40;20620929;Privado;JCC INVERSIONES S.A.C;P.E. Nº 11042622;;100903;HUANUCO;PUERTO INCA;HONORIA;250107;UCAYALI;CORONEL PORTILLO;MANANTAY;250102;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP167;San Pablito II;12.52;UCAYALI;R.M. N° 214-2022-MINAM;20221018; ;;10;20321018;Privado;Honorio Marcos Velásquez Casanova;P.E. N° 11097351;;250301;UCAYALI;PADRE ABAD;PADRE ABAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP168;Yasgolca-Santa Lucia, Montevideo;4725.69;AMAZONAS;R.M. N° 065-2023-MINAM;20230222;;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina Montevideo;P.E. N° 02013530;Sin dato;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;010115;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP169;Pampacorral;767.56;CUSCO;R.M. N° 066-2023-MINAM;20230222; ;;10;20330222;Comunidad Campesina;Comunidad Campesina Pampa Corral;P.E. N° 11044013;Sin dato;080404;CUSCO;CALCA;LARES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP170;Utco;3060.36;CAJAMARCA;R.M. N° 067-2023-MINAM;20230222; ;;Perpetuo;Perpetuo;Comunidad Campesina;Comunidad Campesina de Utco;P.E. N° 02286473;Sin dato;060305;CAJAMARCA;CELENDIN;JORGE CHAVEZ;060311;CAJAMARCA;CELENDIN;UTCO;060308;CAJAMARCA;CELENDIN;OXAMARCA;;;;;;;;;;;;;;;;;;;;;;;;
20230906;ACP171;San Juan Bautista;72.2044;MADRE DE DIOS;R.M. N° 274-2023-MINAM;20230906;;;Perpetuo;Perpetuo;Privado;Nemesio Dario Barrientos Ortiz y Herminia Sotelo Ceron;P.E. N° 05003574;Sin dato;170102;nombdep;MADRE DE DIOS;INAMBARI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
